index,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
2049,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2050,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2051,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2052,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2053,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2054,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2055,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2056,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2057,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2058,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2059,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2060,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2061,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2062,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2063,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2064,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2065,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2066,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2067,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2068,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2069,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2070,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2071,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2072,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2073,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2074,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2075,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2076,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2077,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2078,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2079,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2080,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2081,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2082,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2083,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2084,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2085,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2086,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2087,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2088,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2089,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2090,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2091,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2092,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2093,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2094,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2095,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2096,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2097,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2098,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2099,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2100,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2101,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2102,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2103,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2104,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2105,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2106,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2107,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2108,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2109,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2110,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2111,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2112,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2113,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2114,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2115,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2116,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2117,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2118,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2119,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2120,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2120,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2121,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2122,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2123,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2124,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2125,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2126,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2127,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2128,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2129,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2130,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2131,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2132,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2133,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2134,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2135,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2136,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2137,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2138,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2139,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2140,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2141,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2142,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2143,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2144,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2145,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2146,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2147,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2148,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2149,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2150,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2151,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2152,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2153,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2154,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2155,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2156,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2157,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2158,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2159,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2160,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2161,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2162,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2163,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2164,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2165,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2166,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2167,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2168,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2169,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2170,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2171,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2172,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2173,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2174,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2175,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2176,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2177,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2178,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2179,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2180,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2181,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2182,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2183,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2184,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2185,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2186,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2187,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2188,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2189,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2190,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2191,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2192,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2193,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2194,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2195,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2196,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2197,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2198,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2199,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2200,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2201,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2202,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2203,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2204,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2205,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2206,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2207,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2208,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2209,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2210,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2211,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2212,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2213,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2214,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2215,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2216,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2217,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2218,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2219,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2220,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2221,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2222,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2223,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2224,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2225,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2226,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2227,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2228,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2229,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2230,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2231,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2232,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2233,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2234,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
